date,transport_type,value
09/10/2022,all_motor_vehicles,1.03
09/10/2022,cycling,1.74
09/10/2022,tfl_tube,0.92
09/10/2022,tfl_bus,0.88
09/10/2022,bus_excluding_london,0.82
09/10/2022,national_rail,0.85
09/11/2022,cars,1.04
09/11/2022,light_commercial_vehicles,1.33
09/11/2022,heavy_goods_vehicles,1.25
09/11/2022,all_motor_vehicles,1.09
09/11/2022,cycling,1.97
09/11/2022,tfl_tube,0.95
09/11/2022,tfl_bus,0.89
09/11/2022,bus_excluding_london,0.94
09/11/2022,national_rail,0.86
09/12/2022,cars,0.95
09/12/2022,light_commercial_vehicles,1.15
09/12/2022,heavy_goods_vehicles,1.05
09/12/2022,all_motor_vehicles,0.99
09/12/2022,cycling,1.28
09/12/2022,tfl_tube,0.7
09/12/2022,tfl_bus,0.84
09/12/2022,bus_excluding_london,0.85
09/12/2022,national_rail,0.86
09/13/2022,cars,0.93
09/13/2022,light_commercial_vehicles,1.13
09/13/2022,heavy_goods_vehicles,1.04
09/13/2022,all_motor_vehicles,0.98
09/13/2022,cycling,1.26
09/13/2022,tfl_tube,0.76
09/13/2022,tfl_bus,0.83
09/13/2022,bus_excluding_london,0.9
09/13/2022,national_rail,0.86
09/14/2022,cars,0.93
09/14/2022,light_commercial_vehicles,1.12
09/14/2022,heavy_goods_vehicles,1.05
09/14/2022,all_motor_vehicles,0.98
09/14/2022,cycling,1.53
09/14/2022,tfl_tube,0.79
09/14/2022,tfl_bus,0.83
09/14/2022,bus_excluding_london,0.85
09/14/2022,national_rail,0.85
09/15/2022,cars,0.94
09/15/2022,light_commercial_vehicles,1.11
09/15/2022,heavy_goods_vehicles,1.05
09/15/2022,all_motor_vehicles,0.98
09/15/2022,cycling,1.68
09/15/2022,tfl_tube,0.74
09/15/2022,tfl_bus,0.83
09/15/2022,bus_excluding_london,0.87
09/15/2022,national_rail,0.85
09/16/2022,cars,0.98
09/16/2022,light_commercial_vehicles,1.13
09/16/2022,heavy_goods_vehicles,1.04
09/16/2022,all_motor_vehicles,1.02
09/16/2022,cycling,1.29
09/16/2022,tfl_tube,0.75
09/16/2022,tfl_bus,0.83
09/16/2022,bus_excluding_london,0.85
09/16/2022,national_rail,0.82
09/17/2022,cars,1.05
09/17/2022,light_commercial_vehicles,1.28
09/17/2022,heavy_goods_vehicles,1.13
09/17/2022,all_motor_vehicles,1.09
09/17/2022,cycling,1.75
09/17/2022,tfl_tube,0.92
09/17/2022,tfl_bus,0.87
09/17/2022,bus_excluding_london,0.87
09/17/2022,national_rail,0.82
09/18/2022,cars,1.07
09/18/2022,light_commercial_vehicles,1.35
09/18/2022,heavy_goods_vehicles,1.12
09/18/2022,all_motor_vehicles,1.12
09/18/2022,cycling,1.53
09/18/2022,tfl_tube,1.01
09/18/2022,tfl_bus,0.9
09/18/2022,bus_excluding_london,1.02
09/18/2022,national_rail,0.83
09/19/2022,cars,0.55
09/19/2022,light_commercial_vehicles,0.52
09/19/2022,heavy_goods_vehicles,0.3
09/19/2022,all_motor_vehicles,0.54
09/19/2022,cycling,1.06
09/19/2022,tfl_tube,0.63
09/19/2022,tfl_bus,0.55
09/19/2022,bus_excluding_london,0.17
09/20/2022,cars,0.94
09/20/2022,light_commercial_vehicles,1.14
09/20/2022,heavy_goods_vehicles,1.02
09/20/2022,all_motor_vehicles,0.99
09/20/2022,cycling,1.24
09/20/2022,tfl_tube,0.73
09/20/2022,tfl_bus,0.84
09/20/2022,bus_excluding_london,0.93
09/20/2022,national_rail,0.83
09/21/2022,cars,0.92
09/21/2022,light_commercial_vehicles,1.11
09/21/2022,heavy_goods_vehicles,1.07
09/21/2022,all_motor_vehicles,0.97
09/21/2022,cycling,1.56
09/21/2022,tfl_tube,0.76
09/21/2022,tfl_bus,0.83
09/21/2022,bus_excluding_london,0.88
09/21/2022,national_rail,0.89
09/22/2022,cars,0.93
09/22/2022,light_commercial_vehicles,1.1
09/22/2022,heavy_goods_vehicles,1.05
09/22/2022,all_motor_vehicles,0.97
09/22/2022,cycling,1.55
09/22/2022,tfl_tube,0.78
09/22/2022,tfl_bus,0.85
09/22/2022,bus_excluding_london,0.88
09/22/2022,national_rail,0.89
09/23/2022,cars,0.97
09/23/2022,light_commercial_vehicles,1.12
09/23/2022,heavy_goods_vehicles,1.04
09/23/2022,all_motor_vehicles,1
09/23/2022,cycling,1.23
09/23/2022,tfl_tube,0.72
09/23/2022,tfl_bus,0.83
09/23/2022,bus_excluding_london,0.86
09/23/2022,national_rail,0.93
09/24/2022,cars,1.02
09/24/2022,light_commercial_vehicles,1.25
09/24/2022,heavy_goods_vehicles,1.16
09/24/2022,all_motor_vehicles,1.07
09/24/2022,cycling,1.72
09/24/2022,tfl_tube,0.96
09/24/2022,tfl_bus,0.89
09/24/2022,bus_excluding_london,0.87
09/24/2022,national_rail,0.92
09/25/2022,cars,1.05
09/25/2022,light_commercial_vehicles,1.34
09/25/2022,heavy_goods_vehicles,1.28
09/25/2022,all_motor_vehicles,1.11
09/25/2022,cycling,1.63
09/25/2022,tfl_tube,0.9
09/25/2022,tfl_bus,0.94
09/25/2022,bus_excluding_london,0.99
09/25/2022,national_rail,0.91
09/26/2022,cars,0.93
09/26/2022,light_commercial_vehicles,1.13
09/26/2022,heavy_goods_vehicles,1.05
09/26/2022,all_motor_vehicles,0.98
09/26/2022,cycling,1.07
09/26/2022,tfl_tube,0.72
09/26/2022,tfl_bus,0.82
09/26/2022,bus_excluding_london,0.86
09/26/2022,national_rail,0.89
09/27/2022,cars,0.92
09/27/2022,light_commercial_vehicles,1.13
09/27/2022,heavy_goods_vehicles,1.05
09/27/2022,all_motor_vehicles,0.97
09/27/2022,cycling,0.99
09/27/2022,tfl_tube,0.75
09/27/2022,tfl_bus,0.85
09/27/2022,bus_excluding_london,0.93
09/27/2022,national_rail,0.89
09/28/2022,cars,0.91
09/28/2022,light_commercial_vehicles,1.1
09/28/2022,heavy_goods_vehicles,1.05
09/28/2022,all_motor_vehicles,0.96
09/28/2022,cycling,1.39
09/28/2022,tfl_tube,0.77
09/28/2022,tfl_bus,0.85
09/28/2022,bus_excluding_london,0.89
09/28/2022,national_rail,0.85
09/29/2022,cars,0.92
09/29/2022,light_commercial_vehicles,1.09
09/29/2022,heavy_goods_vehicles,1.03
09/29/2022,all_motor_vehicles,0.96
09/29/2022,cycling,1.53
09/29/2022,tfl_tube,0.78
09/29/2022,tfl_bus,0.85
09/29/2022,bus_excluding_london,0.91
09/29/2022,national_rail,0.85
09/30/2022,cars,0.94
09/30/2022,light_commercial_vehicles,1.1
09/30/2022,heavy_goods_vehicles,1
09/30/2022,all_motor_vehicles,0.98
09/30/2022,cycling,0.86
09/30/2022,tfl_tube,0.74
09/30/2022,tfl_bus,0.83
09/30/2022,bus_excluding_london,0.81
09/30/2022,national_rail,0.85
10/01/2022,cars,1.04
10/01/2022,light_commercial_vehicles,1.26
10/01/2022,heavy_goods_vehicles,1.08
10/01/2022,all_motor_vehicles,1.08
10/01/2022,cycling,1.56
10/01/2022,tfl_tube,0.88
10/01/2022,tfl_bus,0.99
10/01/2022,bus_excluding_london,0.93
10/01/2022,national_rail,0.78
10/02/2022,cars,1.05
10/02/2022,light_commercial_vehicles,1.31
10/02/2022,heavy_goods_vehicles,1.21
10/02/2022,all_motor_vehicles,1.1
10/02/2022,cycling,1.57
10/02/2022,tfl_tube,1.07
10/02/2022,tfl_bus,0.92
10/02/2022,bus_excluding_london,0.99
10/02/2022,national_rail,0.79
10/03/2022,cars,0.94
10/03/2022,light_commercial_vehicles,1.14
10/03/2022,heavy_goods_vehicles,1.06
10/03/2022,all_motor_vehicles,0.99
10/03/2022,cycling,1.4
10/03/2022,tfl_tube,0.74
10/03/2022,tfl_bus,0.81
10/03/2022,bus_excluding_london,0.91
10/03/2022,national_rail,0.79
10/04/2022,cars,0.92
10/04/2022,light_commercial_vehicles,1.12
10/04/2022,heavy_goods_vehicles,1.03
10/04/2022,all_motor_vehicles,0.97
10/04/2022,cycling,1.07
10/04/2022,tfl_tube,0.78
10/04/2022,tfl_bus,0.84
10/04/2022,bus_excluding_london,0.93
10/04/2022,national_rail,0.78
10/05/2022,cars,0.92
10/05/2022,light_commercial_vehicles,1.12
10/05/2022,heavy_goods_vehicles,1.03
10/05/2022,all_motor_vehicles,0.96
10/05/2022,cycling,1.08
10/05/2022,tfl_tube,0.63
10/05/2022,tfl_bus,0.83
10/05/2022,bus_excluding_london,0.85
10/05/2022,national_rail,0.72
10/06/2022,cars,0.93
10/06/2022,light_commercial_vehicles,1.1
10/06/2022,heavy_goods_vehicles,1.03
10/06/2022,all_motor_vehicles,0.97
10/06/2022,cycling,1.6
10/06/2022,tfl_tube,0.78
10/06/2022,tfl_bus,0.85
10/06/2022,bus_excluding_london,0.91
10/06/2022,national_rail,0.72
10/07/2022,cars,0.95
10/07/2022,light_commercial_vehicles,1.1
10/07/2022,heavy_goods_vehicles,1.02
10/07/2022,all_motor_vehicles,0.98
10/07/2022,cycling,1.09
10/07/2022,tfl_tube,0.76
10/07/2022,tfl_bus,0.85
10/07/2022,bus_excluding_london,0.85
10/07/2022,national_rail,0.72
10/08/2022,cars,1.04
10/08/2022,light_commercial_vehicles,1.26
10/08/2022,heavy_goods_vehicles,1.09
10/08/2022,all_motor_vehicles,1.08
10/08/2022,cycling,1.77
10/08/2022,tfl_tube,0.85
10/08/2022,tfl_bus,0.96
10/08/2022,bus_excluding_london,0.95
10/08/2022,national_rail,0.72
10/09/2022,cars,1.04
10/09/2022,light_commercial_vehicles,1.32
10/09/2022,heavy_goods_vehicles,1.2
10/09/2022,all_motor_vehicles,1.09
10/09/2022,cycling,1.6
10/09/2022,tfl_tube,1
10/09/2022,tfl_bus,0.94
10/09/2022,bus_excluding_london,0.99
10/09/2022,national_rail,0.72
10/10/2022,cars,0.94
10/10/2022,light_commercial_vehicles,1.14
10/10/2022,heavy_goods_vehicles,1.05
10/10/2022,all_motor_vehicles,0.98
10/10/2022,cycling,1.24
10/10/2022,tfl_tube,0.71
10/10/2022,tfl_bus,0.83
10/10/2022,bus_excluding_london,0.9
10/10/2022,national_rail,0.72
10/11/2022,cars,0.93
10/11/2022,light_commercial_vehicles,1.14
10/11/2022,heavy_goods_vehicles,1.05
10/11/2022,all_motor_vehicles,0.98
10/11/2022,cycling,1.21
10/11/2022,tfl_tube,0.77
10/11/2022,tfl_bus,0.86
10/11/2022,bus_excluding_london,0.94
10/11/2022,national_rail,0.73
10/12/2022,cars,0.92
10/12/2022,light_commercial_vehicles,1.13
10/12/2022,heavy_goods_vehicles,1.06
10/12/2022,all_motor_vehicles,0.97
10/12/2022,cycling,1.28
10/12/2022,tfl_tube,0.79
10/12/2022,tfl_bus,0.85
10/12/2022,bus_excluding_london,0.89
10/12/2022,national_rail,0.77
10/13/2022,cars,0.92
10/13/2022,light_commercial_vehicles,1.1
10/13/2022,heavy_goods_vehicles,1.03
10/13/2022,all_motor_vehicles,0.96
10/13/2022,cycling,1.45
10/13/2022,tfl_tube,0.77
10/13/2022,tfl_bus,0.85
10/13/2022,bus_excluding_london,0.92
10/13/2022,national_rail,0.78
10/14/2022,cars,0.94
10/14/2022,light_commercial_vehicles,1.1
10/14/2022,heavy_goods_vehicles,1.01
10/14/2022,all_motor_vehicles,0.97
10/14/2022,cycling,1.03
10/14/2022,tfl_tube,0.73
10/14/2022,tfl_bus,0.87
10/14/2022,bus_excluding_london,0.88
10/14/2022,national_rail,0.76
10/15/2022,cars,0.99
10/15/2022,light_commercial_vehicles,1.19
10/15/2022,heavy_goods_vehicles,1.07
10/15/2022,all_motor_vehicles,1.02
10/15/2022,cycling,1.44
10/15/2022,tfl_tube,1
10/15/2022,tfl_bus,0.94
10/15/2022,bus_excluding_london,0.87
10/15/2022,national_rail,0.82
10/16/2022,cars,1.04
10/16/2022,light_commercial_vehicles,1.3
10/16/2022,heavy_goods_vehicles,1.23
10/16/2022,all_motor_vehicles,1.09
10/16/2022,cycling,1.49
10/16/2022,tfl_tube,0.92
10/16/2022,tfl_bus,0.93
10/16/2022,bus_excluding_london,1.01
10/16/2022,national_rail,0.81
10/17/2022,cars,0.92
10/17/2022,light_commercial_vehicles,1.12
10/17/2022,heavy_goods_vehicles,1.04
10/17/2022,all_motor_vehicles,0.97
10/17/2022,cycling,1.21
10/17/2022,tfl_tube,0.7
10/17/2022,tfl_bus,0.84
10/17/2022,bus_excluding_london,0.88
10/17/2022,national_rail,0.81
10/18/2022,cars,0.92
10/18/2022,light_commercial_vehicles,1.13
10/18/2022,heavy_goods_vehicles,1.03
10/18/2022,all_motor_vehicles,0.97
10/18/2022,cycling,1.16
10/18/2022,tfl_tube,0.76
10/18/2022,tfl_bus,0.83
10/18/2022,bus_excluding_london,0.94
10/18/2022,national_rail,0.81
10/19/2022,cars,0.91
10/19/2022,light_commercial_vehicles,1.11
10/19/2022,heavy_goods_vehicles,1.04
10/19/2022,all_motor_vehicles,0.96
10/19/2022,cycling,1.21
10/19/2022,tfl_tube,0.77
10/19/2022,tfl_bus,0.83
10/19/2022,bus_excluding_london,0.86
10/19/2022,national_rail,0.86
10/20/2022,cars,0.9
10/20/2022,light_commercial_vehicles,1.08
10/20/2022,heavy_goods_vehicles,1
10/20/2022,all_motor_vehicles,0.94
10/20/2022,cycling,1.05
10/20/2022,tfl_tube,0.79
10/20/2022,tfl_bus,0.82
10/20/2022,bus_excluding_london,0.83
10/20/2022,national_rail,0.85
10/21/2022,cars,0.94
10/21/2022,light_commercial_vehicles,1.1
10/21/2022,heavy_goods_vehicles,1
10/21/2022,all_motor_vehicles,0.97
10/21/2022,cycling,0.83
10/21/2022,tfl_tube,0.73
10/21/2022,tfl_bus,0.82
10/21/2022,national_rail,0.89
10/22/2022,cars,1.01
10/22/2022,light_commercial_vehicles,1.21
10/22/2022,heavy_goods_vehicles,1.11
10/22/2022,all_motor_vehicles,1.04
10/22/2022,cycling,1.59
10/22/2022,tfl_tube,0.9
10/22/2022,tfl_bus,0.91
10/22/2022,national_rail,0.88
10/23/2022,cars,0.99
10/23/2022,light_commercial_vehicles,1.24
10/23/2022,heavy_goods_vehicles,1.2
10/23/2022,all_motor_vehicles,1.03
10/23/2022,cycling,0.73
10/23/2022,tfl_tube,0.88
10/23/2022,tfl_bus,0.86
10/23/2022,national_rail,0.88
10/24/2022,cars,0.91
10/24/2022,light_commercial_vehicles,1.1
10/24/2022,heavy_goods_vehicles,1.02
10/24/2022,all_motor_vehicles,0.96
10/24/2022,cycling,0.93
10/24/2022,tfl_tube,0.74
10/24/2022,tfl_bus,0.86
10/24/2022,bus_excluding_london,0.75
10/24/2022,national_rail,0.88
10/25/2022,cars,0.91
10/25/2022,light_commercial_vehicles,1.08
10/25/2022,heavy_goods_vehicles,1.02
10/25/2022,all_motor_vehicles,0.95
10/25/2022,cycling,0.98
10/25/2022,tfl_tube,0.79
10/25/2022,tfl_bus,0.84
10/25/2022,bus_excluding_london,0.8
10/25/2022,national_rail,0.88
10/26/2022,cars,0.91
10/26/2022,light_commercial_vehicles,1.09
10/26/2022,heavy_goods_vehicles,1.02
10/26/2022,all_motor_vehicles,0.95
10/26/2022,cycling,1.04
10/26/2022,tfl_tube,0.81
10/26/2022,tfl_bus,0.86
10/26/2022,bus_excluding_london,0.75
10/26/2022,national_rail,0.85
10/27/2022,cars,0.91
10/27/2022,light_commercial_vehicles,1.07
10/27/2022,heavy_goods_vehicles,1.01
10/27/2022,all_motor_vehicles,0.95
10/27/2022,cycling,1.12
10/27/2022,tfl_tube,0.83
10/27/2022,tfl_bus,0.9
10/27/2022,bus_excluding_london,0.76
10/27/2022,national_rail,0.86
10/28/2022,cars,0.94
10/28/2022,light_commercial_vehicles,1.08
10/28/2022,heavy_goods_vehicles,0.99
10/28/2022,all_motor_vehicles,0.97
10/28/2022,cycling,0.95
10/28/2022,tfl_tube,0.77
10/28/2022,tfl_bus,0.86
10/28/2022,bus_excluding_london,0.76
10/28/2022,national_rail,0.87
10/29/2022,cars,1.01
10/29/2022,light_commercial_vehicles,1.21
10/29/2022,heavy_goods_vehicles,1.09
10/29/2022,all_motor_vehicles,1.04
10/29/2022,cycling,1.19
10/29/2022,tfl_tube,0.99
10/29/2022,tfl_bus,0.99
10/29/2022,bus_excluding_london,0.86
10/29/2022,national_rail,0.87
10/30/2022,cars,1.05
10/30/2022,light_commercial_vehicles,1.31
10/30/2022,heavy_goods_vehicles,1.2
10/30/2022,all_motor_vehicles,1.09
10/30/2022,cycling,1.15
10/30/2022,tfl_tube,0.87
10/30/2022,tfl_bus,0.9
10/30/2022,bus_excluding_london,0.98
10/30/2022,national_rail,0.87
10/31/2022,cars,0.93
10/31/2022,light_commercial_vehicles,1.13
10/31/2022,heavy_goods_vehicles,1.05
10/31/2022,all_motor_vehicles,0.98
10/31/2022,cycling,1.09
10/31/2022,tfl_tube,0.71
10/31/2022,tfl_bus,0.85
10/31/2022,bus_excluding_london,0.89
10/31/2022,national_rail,0.87
11/01/2022,cars,0.92
11/01/2022,light_commercial_vehicles,1.12
11/01/2022,heavy_goods_vehicles,1.03
11/01/2022,all_motor_vehicles,0.96
11/01/2022,cycling,0.79
11/01/2022,tfl_tube,0.77
11/01/2022,tfl_bus,0.84
11/01/2022,bus_excluding_london,0.91
11/01/2022,national_rail,0.87
11/02/2022,cars,0.91
11/02/2022,light_commercial_vehicles,1.1
11/02/2022,heavy_goods_vehicles,1.03
11/02/2022,all_motor_vehicles,0.95
11/02/2022,cycling,1.06
11/02/2022,tfl_tube,0.78
11/02/2022,tfl_bus,0.85
11/02/2022,bus_excluding_london,0.86
11/02/2022,national_rail,0.87
11/03/2022,cars,0.92
11/03/2022,light_commercial_vehicles,1.09
11/03/2022,heavy_goods_vehicles,1.01
11/03/2022,all_motor_vehicles,0.96
11/03/2022,cycling,0.97
11/03/2022,tfl_tube,0.76
11/03/2022,tfl_bus,0.82
11/03/2022,bus_excluding_london,0.89
11/03/2022,national_rail,0.85
11/04/2022,cars,0.95
11/04/2022,light_commercial_vehicles,1.11
11/04/2022,heavy_goods_vehicles,1.01
11/04/2022,all_motor_vehicles,0.98
11/04/2022,cycling,1.08
11/04/2022,tfl_tube,0.73
11/04/2022,tfl_bus,0.87
11/04/2022,bus_excluding_london,0.89
11/04/2022,national_rail,0.84
11/05/2022,cars,0.99
11/05/2022,light_commercial_vehicles,1.19
11/05/2022,heavy_goods_vehicles,1.08
11/05/2022,all_motor_vehicles,1.02
11/05/2022,cycling,0.82
11/05/2022,tfl_tube,0.85
11/05/2022,tfl_bus,0.98
11/05/2022,bus_excluding_london,0.86
11/05/2022,national_rail,0.79
11/06/2022,cars,0.98
11/06/2022,light_commercial_vehicles,1.23
11/06/2022,heavy_goods_vehicles,1.17
11/06/2022,all_motor_vehicles,1.02
11/06/2022,cycling,0.78
11/06/2022,tfl_tube,0.87
11/06/2022,tfl_bus,0.83
11/06/2022,bus_excluding_london,0.94
11/06/2022,national_rail,0.79
11/07/2022,cars,0.93
11/07/2022,light_commercial_vehicles,1.15
11/07/2022,heavy_goods_vehicles,1.06
11/07/2022,all_motor_vehicles,0.98
11/07/2022,cycling,0.97
11/07/2022,tfl_tube,0.65
11/07/2022,tfl_bus,0.84
11/07/2022,bus_excluding_london,0.9
11/07/2022,national_rail,0.76
11/08/2022,cars,0.92
11/08/2022,light_commercial_vehicles,1.13
11/08/2022,heavy_goods_vehicles,1.04
11/08/2022,all_motor_vehicles,0.97
11/08/2022,cycling,0.79
11/08/2022,tfl_tube,0.78
11/08/2022,tfl_bus,0.85
11/08/2022,bus_excluding_london,0.94
11/08/2022,national_rail,0.76
11/09/2022,cars,0.93
11/09/2022,light_commercial_vehicles,1.14
11/09/2022,heavy_goods_vehicles,1.06
11/09/2022,all_motor_vehicles,0.98
11/09/2022,cycling,1.11
11/09/2022,tfl_tube,0.75
11/09/2022,tfl_bus,0.85
11/09/2022,bus_excluding_london,0.9
11/09/2022,national_rail,0.75
11/10/2022,cars,0.93
11/10/2022,light_commercial_vehicles,1.11
11/10/2022,heavy_goods_vehicles,1.03
11/10/2022,all_motor_vehicles,0.97
11/10/2022,cycling,1.2
11/10/2022,tfl_tube,0.1
11/10/2022,tfl_bus,0.95
11/10/2022,bus_excluding_london,0.92
11/10/2022,national_rail,0.74
11/11/2022,cars,0.94
11/11/2022,light_commercial_vehicles,1.11
11/11/2022,heavy_goods_vehicles,1.03
11/11/2022,all_motor_vehicles,0.98
11/11/2022,cycling,1.05
11/11/2022,tfl_tube,0.7
11/11/2022,tfl_bus,0.9
11/11/2022,bus_excluding_london,0.91
11/11/2022,national_rail,0.73
11/12/2022,cars,1
11/12/2022,light_commercial_vehicles,1.21
11/12/2022,heavy_goods_vehicles,1.11
11/12/2022,all_motor_vehicles,1.04
11/12/2022,cycling,1.31
11/12/2022,tfl_tube,0.99
11/12/2022,tfl_bus,0.98
11/12/2022,bus_excluding_london,0.93
11/12/2022,national_rail,0.79
11/13/2022,cars,1.01
11/13/2022,light_commercial_vehicles,1.26
11/13/2022,heavy_goods_vehicles,1.19
11/13/2022,all_motor_vehicles,1.05
11/13/2022,cycling,1.3
11/13/2022,tfl_tube,0.92
11/13/2022,tfl_bus,0.93
11/13/2022,bus_excluding_london,1.02
11/13/2022,national_rail,0.8
11/14/2022,cars,0.92
11/14/2022,light_commercial_vehicles,1.14
11/14/2022,heavy_goods_vehicles,1.08
11/14/2022,all_motor_vehicles,0.97
11/14/2022,cycling,1.01
11/14/2022,tfl_tube,0.73
11/14/2022,tfl_bus,0.84
11/14/2022,bus_excluding_london,0.92
11/14/2022,national_rail,0.84
11/15/2022,cars,0.91
11/15/2022,light_commercial_vehicles,1.11
11/15/2022,heavy_goods_vehicles,1.06
11/15/2022,all_motor_vehicles,0.96
11/15/2022,cycling,0.66
11/15/2022,tfl_tube,0.78
11/15/2022,tfl_bus,0.84
11/15/2022,bus_excluding_london,0.88
11/15/2022,national_rail,0.85
11/16/2022,cars,0.91
11/16/2022,light_commercial_vehicles,1.12
11/16/2022,heavy_goods_vehicles,1.06
11/16/2022,all_motor_vehicles,0.96
11/16/2022,cycling,1.02
11/16/2022,tfl_tube,0.8
11/16/2022,tfl_bus,0.85
11/16/2022,bus_excluding_london,0.9
11/16/2022,national_rail,0.91
11/17/2022,cars,0.9
11/17/2022,light_commercial_vehicles,1.1
11/17/2022,heavy_goods_vehicles,1.03
11/17/2022,all_motor_vehicles,0.95
11/17/2022,cycling,0.87
11/17/2022,tfl_tube,0.8
11/17/2022,tfl_bus,0.85
11/17/2022,bus_excluding_london,0.87
11/17/2022,national_rail,0.93
11/18/2022,cars,0.94
11/18/2022,light_commercial_vehicles,1.11
11/18/2022,heavy_goods_vehicles,1.04
11/18/2022,all_motor_vehicles,0.98
11/18/2022,cycling,0.94
11/18/2022,tfl_tube,0.77
11/18/2022,tfl_bus,0.87
11/18/2022,bus_excluding_london,0.89
11/18/2022,national_rail,0.99
11/19/2022,cars,0.98
11/19/2022,light_commercial_vehicles,1.18
11/19/2022,heavy_goods_vehicles,1.12
11/19/2022,all_motor_vehicles,1.01
11/19/2022,cycling,1
11/19/2022,tfl_tube,1.05
11/19/2022,tfl_bus,0.92
11/19/2022,bus_excluding_london,0.9
11/19/2022,national_rail,0.97
11/20/2022,cars,0.99
11/20/2022,light_commercial_vehicles,1.25
11/20/2022,heavy_goods_vehicles,1.21
11/20/2022,all_motor_vehicles,1.03
11/20/2022,cycling,0.99
11/20/2022,tfl_tube,0.99
11/20/2022,tfl_bus,0.92
11/20/2022,bus_excluding_london,1
11/20/2022,national_rail,0.97
11/21/2022,cars,0.9
11/21/2022,light_commercial_vehicles,1.11
11/21/2022,heavy_goods_vehicles,1.07
11/21/2022,all_motor_vehicles,0.95
11/21/2022,cycling,0.63
11/21/2022,tfl_tube,0.73
11/21/2022,tfl_bus,0.81
11/21/2022,bus_excluding_london,0.84
11/21/2022,national_rail,0.96
11/22/2022,cars,0.92
11/22/2022,light_commercial_vehicles,1.13
11/22/2022,heavy_goods_vehicles,1.06
11/22/2022,all_motor_vehicles,0.97
11/22/2022,cycling,0.78
11/22/2022,tfl_tube,0.8
11/22/2022,tfl_bus,0.83
11/22/2022,bus_excluding_london,0.94
11/22/2022,national_rail,0.95
11/23/2022,cars,0.91
11/23/2022,light_commercial_vehicles,1.12
11/23/2022,heavy_goods_vehicles,1.07
11/23/2022,all_motor_vehicles,0.96
11/23/2022,cycling,0.79
11/23/2022,tfl_tube,0.79
11/23/2022,tfl_bus,0.84
11/23/2022,bus_excluding_london,0.85
11/23/2022,national_rail,0.91
11/24/2022,cars,0.91
11/24/2022,light_commercial_vehicles,1.11
11/24/2022,heavy_goods_vehicles,1.05
11/24/2022,all_motor_vehicles,0.96
11/24/2022,cycling,0.85
11/24/2022,tfl_tube,0.8
11/24/2022,tfl_bus,0.85
11/24/2022,bus_excluding_london,0.88
11/24/2022,national_rail,0.9
11/25/2022,cars,0.94
11/25/2022,light_commercial_vehicles,1.1
11/25/2022,heavy_goods_vehicles,1.04
11/25/2022,all_motor_vehicles,0.98
11/25/2022,cycling,0.93
11/25/2022,tfl_tube,0.77
11/25/2022,tfl_bus,0.84
11/25/2022,bus_excluding_london,0.9
11/25/2022,national_rail,0.9
11/26/2022,cars,0.98
11/26/2022,light_commercial_vehicles,1.2
11/26/2022,heavy_goods_vehicles,1.14
11/26/2022,all_motor_vehicles,1.02
11/26/2022,cycling,1.03
11/26/2022,tfl_tube,0.87
11/26/2022,tfl_bus,0.92
11/26/2022,bus_excluding_london,0.9
11/26/2022,national_rail,0.86
11/27/2022,cars,1.01
11/27/2022,light_commercial_vehicles,1.28
11/27/2022,heavy_goods_vehicles,1.23
11/27/2022,all_motor_vehicles,1.05
11/27/2022,cycling,1
11/27/2022,tfl_tube,0.89
11/27/2022,tfl_bus,0.91
11/27/2022,bus_excluding_london,1.02
11/27/2022,national_rail,0.87
11/28/2022,cars,0.93
11/28/2022,light_commercial_vehicles,1.15
11/28/2022,heavy_goods_vehicles,1.09
11/28/2022,all_motor_vehicles,0.98
11/28/2022,cycling,0.93
11/28/2022,tfl_tube,0.73
11/28/2022,tfl_bus,0.83
11/28/2022,bus_excluding_london,0.91
11/28/2022,national_rail,0.88
11/29/2022,cars,0.91
11/29/2022,light_commercial_vehicles,1.12
11/29/2022,heavy_goods_vehicles,1.07
11/29/2022,all_motor_vehicles,0.96
11/29/2022,cycling,0.83
11/29/2022,tfl_tube,0.77
11/29/2022,tfl_bus,0.84
11/29/2022,bus_excluding_london,0.93
11/29/2022,national_rail,0.87
11/30/2022,cars,0.93
11/30/2022,light_commercial_vehicles,1.12
11/30/2022,heavy_goods_vehicles,1.08
11/30/2022,all_motor_vehicles,0.97
11/30/2022,cycling,1.04
11/30/2022,tfl_tube,0.78
11/30/2022,tfl_bus,0.84
11/30/2022,bus_excluding_london,0.87
11/30/2022,national_rail,0.88
12/01/2022,cars,0.92
12/01/2022,light_commercial_vehicles,1.11
12/01/2022,heavy_goods_vehicles,1.05
12/01/2022,all_motor_vehicles,0.96
12/01/2022,cycling,0.98
12/01/2022,tfl_tube,0.8
12/01/2022,tfl_bus,0.82
12/01/2022,bus_excluding_london,0.91
12/01/2022,national_rail,0.89
12/02/2022,cars,0.94
12/02/2022,light_commercial_vehicles,1.11
12/02/2022,heavy_goods_vehicles,1.05
12/02/2022,all_motor_vehicles,0.98
12/02/2022,cycling,0.84
12/02/2022,tfl_tube,0.76
12/02/2022,tfl_bus,0.81
12/02/2022,bus_excluding_london,0.89
12/02/2022,national_rail,0.88
12/03/2022,cars,0.98
12/03/2022,light_commercial_vehicles,1.21
12/03/2022,heavy_goods_vehicles,1.14
12/03/2022,all_motor_vehicles,1.02
12/03/2022,cycling,1.01
12/03/2022,tfl_tube,0.96
